log_melspec_mean_1,log_melspec_mean_2,log_melspec_mean_3,log_melspec_mean_4,log_melspec_mean_5,log_melspec_mean_6,log_melspec_mean_7,log_melspec_mean_8,log_melspec_mean_9,log_melspec_mean_10,log_melspec_mean_11,log_melspec_mean_12,log_melspec_mean_13,log_melspec_mean_14,log_melspec_mean_15,log_melspec_mean_16,log_melspec_mean_17,log_melspec_mean_18,log_melspec_mean_19,log_melspec_mean_20,log_melspec_mean_21,log_melspec_mean_22,log_melspec_mean_23,log_melspec_mean_24,log_melspec_mean_25,log_melspec_mean_26,log_melspec_mean_27,log_melspec_mean_28,log_melspec_mean_29,log_melspec_mean_30,log_melspec_mean_31,log_melspec_mean_32,log_melspec_mean_33,log_melspec_mean_34,log_melspec_mean_35,log_melspec_mean_36,log_melspec_mean_37,log_melspec_mean_38,log_melspec_mean_39,log_melspec_mean_40,log_melspec_mean_41,log_melspec_mean_42,log_melspec_mean_43,log_melspec_mean_44,log_melspec_mean_45,log_melspec_mean_46,log_melspec_mean_47,log_melspec_mean_48,log_melspec_mean_49,log_melspec_mean_50,log_melspec_mean_51,log_melspec_mean_52,log_melspec_mean_53,log_melspec_mean_54,log_melspec_mean_55,log_melspec_mean_56,log_melspec_mean_57,log_melspec_mean_58,log_melspec_mean_59,log_melspec_mean_60,log_melspec_mean_61,log_melspec_mean_62,log_melspec_mean_63,log_melspec_mean_64,log_melspec_std_1,log_melspec_std_2,log_melspec_std_3,log_melspec_std_4,log_melspec_std_5,log_melspec_std_6,log_melspec_std_7,log_melspec_std_8,log_melspec_std_9,log_melspec_std_10,log_melspec_std_11,log_melspec_std_12,log_melspec_std_13,log_melspec_std_14,log_melspec_std_15,log_melspec_std_16,log_melspec_std_17,log_melspec_std_18,log_melspec_std_19,log_melspec_std_20,log_melspec_std_21,log_melspec_std_22,log_melspec_std_23,log_melspec_std_24,log_melspec_std_25,log_melspec_std_26,log_melspec_std_27,log_melspec_std_28,log_melspec_std_29,log_melspec_std_30,log_melspec_std_31,log_melspec_std_32,log_melspec_std_33,log_melspec_std_34,log_melspec_std_35,log_melspec_std_36,log_melspec_std_37,log_melspec_std_38,log_melspec_std_39,log_melspec_std_40,log_melspec_std_41,log_melspec_std_42,log_melspec_std_43,log_melspec_std_44,log_melspec_std_45,log_melspec_std_46,log_melspec_std_47,log_melspec_std_48,log_melspec_std_49,log_melspec_std_50,log_melspec_std_51,log_melspec_std_52,log_melspec_std_53,log_melspec_std_54,log_melspec_std_55,log_melspec_std_56,log_melspec_std_57,log_melspec_std_58,log_melspec_std_59,log_melspec_std_60,log_melspec_std_61,log_melspec_std_62,log_melspec_std_63,log_melspec_std_64,loudness_slidingwindow_mean,loudness_slidingwindow_std
-12.984609,-35.485523,-41.09922,-45.201588,-47.947098,-49.558414,-52.512222,-52.724854,-52.351208,-51.958145,-53.21307,-54.08683,-56.335697,-57.089718,-60.01528,-58.014397,-58.223232,-57.773193,-57.720905,-56.763283,-54.02733,-51.091644,-51.546616,-53.67474,-57.72723,-58.15413,-58.833057,-60.307602,-60.133907,-60.067192,-60.837185,-61.321632,-62.603397,-63.091293,-64.72623,-65.4569,-70.99033,-79.85449,-79.87403,-79.88738,-79.898895,-79.90923,-79.91876,-79.927635,-79.933495,-79.9374,-79.94108,-79.944534,-79.94778,-79.95083,-79.95367,-79.956314,-79.95876,-79.96103,-79.96311,-79.965,-79.9667,-79.968216,-79.96957,-79.970726,-79.97171,-79.9725,-79.97309,-79.973465,14.475153,10.665946,10.203757,10.172151,9.34614,8.810181,8.472997,8.946119,9.20784,9.037696,8.695703,8.664422,7.8626027,8.157302,7.9539337,8.120039,7.673442,8.466643,8.953696,10.409417,13.17984,14.356676,14.100786,12.86655,11.784578,11.576964,10.793875,10.304602,10.525873,10.730125,10.067735,9.922181,9.641658,8.710956,8.311885,7.5718393,6.0287576,1.7281196,1.5415165,1.4177091,1.314203,1.2242924,1.144753,1.0740886,1.0107485,0.95139265,0.89553505,0.84298563,0.7936825,0.7473843,0.7041874,0.6639594,0.6266673,0.5923016,0.5607569,0.53206855,0.5061443,0.4829819,0.4625565,0.4448776,0.42998016,0.41795865,0.40896195,0.40327662,-27.568842254581163,1.6936791783290703
-17.782503,-39.526283,-43.200977,-45.289825,-47.14871,-49.236,-50.723927,-52.79118,-53.456383,-55.063133,-56.485443,-56.62727,-57.62576,-58.91096,-58.85258,-59.659508,-60.09241,-60.593266,-61.8678,-61.694614,-62.301487,-62.719196,-63.160683,-63.396297,-65.648605,-66.67204,-66.663055,-67.54102,-67.8379,-68.279526,-68.50366,-68.740425,-69.17204,-68.26032,-68.34515,-70.7698,-75.11328,-79.68881,-79.859764,-79.87327,-79.884895,-79.89535,-79.90496,-79.91391,-79.92228,-79.930145,-79.934296,-79.93777,-79.94102,-79.944084,-79.94693,-79.94958,-79.95204,-79.9543,-79.95638,-79.95827,-79.95998,-79.9615,-79.96284,-79.964005,-79.96498,-79.96577,-79.96636,-79.966736,15.870106,14.015578,13.979854,12.754368,12.199989,12.218951,11.639253,11.813232,12.33873,12.229162,11.149104,11.189483,11.327455,11.650562,12.261065,12.800662,12.892859,12.204056,11.389741,11.380845,11.690061,11.772396,11.868621,11.382398,10.790188,11.029203,10.823503,10.85635,11.131253,10.593971,10.70334,11.091206,11.098497,11.424745,11.319413,10.953314,8.530352,2.1347034,1.6772563,1.548761,1.4405308,1.3457328,1.2610205,1.1847917,1.1162701,1.0548214,0.9986551,0.9458543,0.89635026,0.84989506,0.80658025,0.76626426,0.7289082,0.694502,0.66293377,0.6342365,0.6083112,0.5851568,0.5647464,0.547089,0.53220755,0.520198,0.5112144,0.5055375,-34.34598514566452,6.915662588443549
-13.836861,-29.942068,-37.429794,-42.318676,-46.995697,-50.213844,-53.736805,-56.418888,-58.42921,-60.032352,-61.692383,-63.42874,-64.131424,-64.62898,-65.73904,-66.06739,-67.11387,-68.37412,-69.36125,-69.28964,-69.72368,-70.45714,-70.6523,-71.29232,-72.27553,-72.56385,-72.69286,-73.546555,-73.49018,-73.22796,-74.785866,-74.58261,-74.023605,-74.66629,-75.154495,-76.76739,-79.250694,-79.846504,-79.86472,-79.87717,-79.88779,-79.89725,-79.90589,-79.91389,-79.92132,-79.92827,-79.93288,-79.93591,-79.93874,-79.94139,-79.94383,-79.946106,-79.9482,-79.95011,-79.951866,-79.953445,-79.95487,-79.95613,-79.957245,-79.958206,-79.959015,-79.95966,-79.960144,-79.96044,12.347054,10.6624775,10.269701,10.130641,10.389426,10.359642,10.26379,9.544186,9.157829,8.476626,8.178388,8.053066,8.310878,8.160987,8.295848,7.8465214,7.587395,7.367276,7.456866,7.6131115,7.925372,8.071735,7.541851,7.713333,7.544042,7.2592688,6.998482,6.9163046,6.809199,6.553709,6.0540447,6.7430525,6.480496,6.3178744,5.88916,6.0428414,3.9488738,1.8904977,1.7059175,1.5828487,1.4802467,1.3910176,1.3116854,1.2405311,1.1766671,1.1193502,1.067588,1.0193148,0.97429883,0.932284,0.89332014,0.85724396,0.8239913,0.79351926,0.7656932,0.7405153,0.7178677,0.6977255,0.6800352,0.66478056,0.6519654,0.6416504,0.6339478,0.6290875,-27.903774456700997,2.4779959445304196
-15.051635,-16.211052,-18.44129,-19.415342,-20.752401,-22.463709,-24.006243,-24.21902,-23.102102,-23.630863,-25.160583,-25.032278,-25.576763,-25.471819,-25.30808,-25.858828,-25.7291,-25.995808,-27.55278,-28.633257,-29.38869,-29.855654,-29.207174,-29.104063,-29.214314,-29.127678,-30.390654,-31.217932,-31.631838,-32.271873,-32.962055,-33.55963,-33.472603,-33.472794,-33.74794,-35.381336,-45.427116,-79.77342,-79.97191,-79.9751,-79.977806,-79.98058,-79.983505,-79.986244,-79.98778,-79.98932,-79.99084,-79.99232,-79.99376,-79.99515,-79.996475,-79.997734,-79.998924,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,8.237582,9.135861,8.865568,9.021687,8.805548,8.733311,8.565083,8.477127,8.73172,8.610614,8.289375,8.642646,8.295472,8.409276,8.808728,8.62914,8.621053,8.7861,8.285362,8.030007,7.900548,7.7226133,7.8163967,8.048879,8.095509,8.344691,7.8482547,7.534809,7.281696,7.2579784,7.3238897,7.045206,7.202065,7.190411,6.997108,6.6952925,5.5736947,1.0457722,0.47179285,0.4294634,0.39458486,0.3600084,0.3254908,0.29234952,0.25975063,0.22712773,0.19487976,0.1633017,0.13269794,0.10315691,0.07495469,0.04815894,0.022883892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.803276852737042,1.1982029400765688
-9.929615,-29.643564,-38.834812,-41.98045,-43.92879,-45.265427,-47.048923,-48.08359,-48.60055,-47.75352,-49.328686,-51.498753,-51.438877,-52.300945,-53.502304,-54.634964,-54.897842,-55.66986,-54.540756,-53.365818,-53.339672,-54.68146,-55.863384,-55.28587,-55.487988,-54.77476,-53.702515,-54.97868,-54.803974,-52.529003,-53.762886,-55.39511,-54.855865,-54.19205,-55.60823,-55.918884,-62.16111,-79.65016,-79.78007,-79.79398,-79.80584,-79.81641,-79.82608,-79.83501,-79.84332,-79.85109,-79.85835,-79.86514,-79.871475,-79.87737,-79.882866,-79.88793,-79.89262,-79.8969,-79.90081,-79.90436,-79.90754,-79.91037,-79.91286,-79.91501,-79.91681,-79.91826,-79.91934,-79.92003,14.644228,11.182292,9.576834,9.0894785,8.445301,8.217726,7.664653,7.8913507,8.035101,7.507245,7.6143494,7.6363826,7.816906,7.663833,7.3093467,7.285204,6.869783,6.733609,7.3907766,7.988479,8.555212,8.472373,8.991162,8.257081,8.734133,10.048913,9.695246,8.904727,9.131031,10.144493,10.032612,8.640378,9.059329,8.757073,8.777916,8.798591,7.4821467,2.6048431,2.3506398,2.2043517,2.079731,1.9687574,1.8674512,1.773837,1.6869131,1.6058474,1.5301657,1.4595317,1.3937914,1.332561,1.2758852,1.2235379,1.1754041,1.1314,1.0913242,1.0551593,1.0227103,0.9939276,0.9687102,0.9470169,0.92883754,0.9142263,0.9033328,0.8964711,-25.138636165511414,1.8852879752770686
-13.059354,-32.105484,-37.66743,-41.91044,-46.33128,-49.64304,-51.838196,-54.209404,-56.125874,-58.177113,-59.48923,-60.342175,-61.498028,-62.206985,-62.431065,-63.283287,-64.98275,-63.291138,-64.3214,-65.06669,-64.708786,-65.51463,-66.00752,-66.796196,-67.14004,-67.2188,-67.355896,-67.397385,-67.58521,-68.71681,-68.96902,-69.028625,-69.41784,-69.91292,-70.252365,-71.241196,-77.90558,-79.79215,-79.81315,-79.82783,-79.840645,-79.85227,-79.86305,-79.87316,-79.88268,-79.89167,-79.900185,-79.90823,-79.91583,-79.923004,-79.929726,-79.93317,-79.936104,-79.93882,-79.94133,-79.94363,-79.945724,-79.94759,-79.94925,-79.95069,-79.951904,-79.952896,-79.95363,-79.9541,13.584829,9.993599,9.938164,10.185655,10.102517,9.989514,9.27523,8.306177,7.2135925,6.5049806,6.3979635,6.19071,6.2039475,6.4512534,6.182895,5.9505906,6.298713,6.158223,5.798416,6.6474648,7.5781937,7.865545,7.1400566,6.6864505,6.158098,6.831102,8.06343,8.2828665,8.236723,7.688777,7.2219543,6.80995,6.531339,6.2045717,6.0882635,5.9623504,4.3774686,2.2367725,2.0349154,1.8955485,1.7751672,1.6672965,1.5686346,1.4775914,1.393423,1.3154957,1.2435027,1.1772441,1.1166605,1.0614736,1.011765,0.9662301,0.92376995,0.8844202,0.84811157,0.8149133,0.7847617,0.75769174,0.73372054,0.71289074,0.6952727,0.68100965,0.67031664,0.6635439,-28.782370123806547,2.045841931612542
-12.556976,-26.887337,-32.80578,-37.40163,-39.234776,-38.42168,-35.71707,-33.56676,-35.978935,-38.976387,-40.18233,-41.51351,-42.021133,-41.719524,-41.095642,-42.497673,-44.41894,-45.509647,-44.631775,-43.71799,-42.69572,-42.021713,-41.04969,-42.720337,-44.195408,-45.755653,-46.373592,-46.465355,-47.554844,-47.873985,-49.470554,-50.088417,-49.526512,-49.692497,-50.222828,-52.08685,-62.18346,-79.84059,-79.92386,-79.93053,-79.936424,-79.94181,-79.94681,-79.95151,-79.955925,-79.9601,-79.96405,-79.96603,-79.9678,-79.96946,-79.971016,-79.97249,-79.973854,-79.97511,-79.97628,-79.97735,-79.97832,-79.97919,-79.979965,-79.98064,-79.9812,-79.98167,-79.98201,-79.98222,11.171105,8.720152,8.597803,8.357579,8.266009,8.995281,10.172396,11.090125,10.581611,9.846731,8.927585,8.63997,9.042159,9.125584,9.378689,8.965714,8.218305,7.9072957,8.033126,8.987135,9.891135,9.399939,9.405619,9.316,9.161067,8.912958,8.791625,9.119246,8.465735,8.584837,7.9645686,7.437755,7.760125,7.981018,7.879987,7.895096,6.9247885,1.5538505,1.2705503,1.1803238,1.1018668,1.0318183,0.96829224,0.9103599,0.85758936,0.8096042,0.7662231,0.72625786,0.68854487,0.65294254,0.619526,0.5882262,0.5590424,0.531988,0.5070163,0.48417193,0.46342143,0.44478592,0.4282721,0.41392234,0.4017819,0.391949,0.38457397,0.37990257,-26.316800250780528,2.0049696758274793
-17.624763,-39.28469,-43.12138,-44.47155,-47.930965,-50.745087,-48.786797,-49.60953,-50.442146,-52.46612,-53.839233,-54.74462,-54.461964,-52.744698,-53.02945,-52.7277,-52.648426,-54.22733,-55.573124,-56.784126,-56.680126,-56.493458,-57.47562,-58.80292,-58.50335,-59.103954,-59.809696,-58.522606,-57.49867,-59.26854,-61.553196,-61.72897,-61.447796,-61.20849,-61.229546,-62.777084,-69.06501,-79.618835,-79.86429,-79.87779,-79.88943,-79.89988,-79.90949,-79.91844,-79.92681,-79.93285,-79.936554,-79.940025,-79.94328,-79.94634,-79.94919,-79.951836,-79.95429,-79.95656,-79.95863,-79.96052,-79.96223,-79.96375,-79.96509,-79.96625,-79.967224,-79.96802,-79.968605,-79.96899,14.688847,9.950439,8.812532,8.708089,7.8535485,7.453467,8.285444,8.291408,8.480567,8.127232,7.9632645,7.8721523,7.617997,8.22505,8.535359,8.690792,8.593179,8.272398,8.167899,8.123878,8.960288,8.92472,9.693964,10.016846,10.660423,10.803227,10.577372,10.866807,11.356441,11.226764,10.650102,10.753521,11.005764,11.594493,11.435403,11.723659,11.179798,2.0359836,1.6338184,1.5062623,1.3990829,1.3054659,1.222087,1.1473631,1.0805256,1.0204649,0.9643194,0.9115376,0.8620455,0.81561685,0.77231747,0.73201805,0.6946825,0.66029173,0.6287425,0.60005975,0.57414436,0.5510035,0.53060514,0.51295173,0.49808326,0.48607922,0.47709808,0.4714267,-28.390548534574982,3.763537010383985
-24.175636,-46.07206,-55.3084,-61.046738,-63.22046,-64.54099,-66.53884,-66.53428,-66.14033,-67.08295,-68.522224,-69.67901,-70.19304,-70.61818,-71.158104,-71.807556,-71.84126,-72.50561,-73.459236,-73.16584,-73.884285,-73.54275,-72.9164,-72.0273,-71.824776,-72.04448,-73.455444,-74.37773,-74.23324,-73.98829,-73.46093,-73.62,-74.70792,-75.21531,-74.89089,-75.66444,-78.4233,-79.975624,-79.98079,-79.984375,-79.98752,-79.990364,-79.993,-79.99547,-79.997795,-79.99999,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,11.800547,12.911854,13.593364,13.880404,12.61771,12.49799,12.742436,12.248053,11.817619,11.645941,11.622847,11.625167,11.698344,11.34585,11.051348,10.657294,10.456108,10.643109,10.22644,10.91096,11.055532,10.995477,11.021635,11.034938,10.895896,10.717022,10.553308,10.127526,9.954788,9.907211,9.881885,9.611826,9.430146,9.241295,9.130606,7.822822,5.375319,0.5047604,0.39793685,0.32351527,0.2585629,0.19966906,0.14506826,0.093899496,0.045739044,0.00022750351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.97240728949785,7.891451886528862
-19.599478,-20.42027,-23.254925,-25.77115,-28.03277,-29.873413,-31.729332,-33.16922,-34.2848,-35.25083,-35.861904,-36.57817,-37.218616,-37.556423,-38.386604,-38.626137,-38.865376,-39.22328,-39.59435,-39.933323,-40.388832,-40.76908,-41.205105,-41.702206,-41.902443,-42.333935,-42.911263,-42.953907,-43.513985,-43.736927,-44.1633,-44.41071,-44.696915,-44.88249,-45.3335,-46.866695,-54.82047,-79.425545,-79.94961,-79.95512,-79.96004,-79.96457,-79.96886,-79.97292,-79.9768,-79.98049,-79.98373,-79.98541,-79.98702,-79.988556,-79.99,-79.99136,-79.99265,-79.99385,-79.99497,-79.995995,-79.99693,-79.99779,-79.99854,-79.9992,-79.99976,-80.0,-80.0,-80.0,12.849019,12.632685,12.30542,12.363064,11.805978,11.534076,11.111863,10.834767,10.406914,10.229605,10.199082,10.007745,9.921438,9.761632,9.475704,9.281967,8.9621,9.1240635,9.040475,9.035912,8.887269,8.901049,8.706936,8.572425,8.463302,8.322364,8.166542,8.072635,7.9866667,7.885339,7.7441173,7.7603307,7.6960216,7.652286,7.613108,7.302132,5.6545506,1.5915691,0.85301286,0.7694383,0.6959124,0.62909234,0.56752604,0.51075065,0.45881188,0.4118844,0.3703635,0.3319501,0.29537886,0.26056346,0.22761096,0.1964959,0.16725713,0.13993712,0.11453819,0.09113699,0.06973017,0.050385643,0.033146564,0.018074503,0.0052661416,0.0,0.0,0.0,-26.054471587959085,2.6112080444873027
-15.380285,-34.869827,-40.249332,-43.506626,-48.25144,-51.988647,-55.352238,-57.18461,-59.0921,-60.85701,-62.55511,-64.372314,-65.85444,-66.6856,-67.56503,-68.49031,-69.10962,-70.11648,-70.372894,-70.22306,-69.02906,-69.6609,-70.42039,-71.18184,-71.90681,-72.76123,-73.55591,-74.560036,-75.1498,-75.62719,-76.41972,-76.74375,-77.24036,-77.87739,-78.21673,-78.53067,-79.44986,-79.9516,-79.95827,-79.96286,-79.966805,-79.97036,-79.973625,-79.97666,-79.9795,-79.98217,-79.98468,-79.98704,-79.98924,-79.99131,-79.99325,-79.99505,-79.99671,-79.998245,-79.99966,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,12.5601,9.871773,10.781735,11.3537035,10.8868,10.888286,10.000824,9.773059,9.553482,9.091999,8.482566,8.363352,8.389254,8.271263,8.07697,8.108478,7.4567366,7.453504,7.0404673,8.018848,9.638065,10.2846155,10.314395,10.353091,10.044404,9.700897,9.571969,9.274056,9.1564245,8.769045,7.872655,7.380453,6.580574,5.549498,5.120386,4.477321,2.3176253,0.89377093,0.77057284,0.68587005,0.6129101,0.54737765,0.48709747,0.4309973,0.3785437,0.32928765,0.28297904,0.23945563,0.19865066,0.16036843,0.12467324,0.091456726,0.060681414,0.032337002,0.00633739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.86224280466272,2.1894485266280235
-14.377765,-38.84288,-45.47744,-50.139954,-54.56072,-57.128662,-58.967384,-60.11317,-61.582996,-63.378258,-63.87788,-64.76145,-64.950714,-64.39174,-64.899536,-64.94075,-65.51658,-65.1237,-65.85141,-66.92406,-66.88391,-68.69802,-70.13834,-69.54367,-70.541756,-70.31889,-70.77669,-70.67061,-71.29577,-71.37463,-71.36693,-71.35005,-71.69143,-72.388016,-72.675476,-74.4646,-79.4505,-79.8951,-79.90849,-79.91798,-79.92638,-79.934074,-79.94128,-79.948074,-79.95452,-79.960655,-79.9665,-79.97206,-79.97734,-79.982376,-79.98712,-79.99159,-79.995804,-79.999725,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,19.111065,12.722378,11.582678,9.462027,8.073917,7.6364884,7.3705792,7.0002823,6.4799123,5.746779,5.465826,5.4862394,5.5392137,5.9832444,6.551574,5.902582,5.578115,6.5488796,6.5841885,5.555082,5.4121575,5.4994383,4.935827,4.5231004,5.128452,4.815954,4.8227634,4.447033,4.1907067,4.261984,4.229093,4.0503297,4.2876086,4.1373096,3.813121,3.6171002,1.9614463,1.3226466,1.1538625,1.0342916,0.9283397,0.8312493,0.7404631,0.6547282,0.5734601,0.4961195,0.42245263,0.3522978,0.28565317,0.22229567,0.16242073,0.10595198,0.052938107,0.0034524854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.799036284814385,1.2958189392027295
-20.849453,-25.895937,-33.13811,-38.529114,-42.862453,-46.206833,-48.329727,-49.93896,-50.810467,-51.505142,-52.334267,-52.690197,-52.90694,-53.372944,-53.949787,-54.09823,-54.20007,-54.400078,-54.840637,-55.132786,-55.278053,-55.8227,-56.2685,-56.45387,-56.836655,-57.03424,-57.406616,-57.608173,-57.91147,-58.136047,-58.404137,-58.653698,-59.054607,-59.29001,-59.66746,-61.081547,-69.030205,-79.96802,-79.972496,-79.975845,-79.97887,-79.98166,-79.98428,-79.98677,-79.98912,-79.99138,-79.99353,-79.99558,-79.99753,-79.99939,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,15.286023,14.074229,12.176335,10.833198,9.5656,8.504061,7.816124,7.508023,7.308004,7.10386,6.978662,6.9397016,6.8161006,6.7098093,6.582091,6.497066,6.438905,6.5627565,6.4009733,6.284463,6.219948,6.0438037,6.005638,6.0910854,5.8915353,5.7404385,5.762072,5.716683,5.7181363,5.6410604,5.5436344,5.4826894,5.463715,5.334242,5.1650248,4.8406773,3.2777975,0.66713756,0.5736969,0.5037701,0.4407703,0.38256425,0.3278611,0.27602622,0.22676286,0.17978197,0.13494816,0.092182584,0.051484894,0.012749599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.463388818221045,2.5412022881287224
-10.274555,-14.666113,-18.258587,-19.222391,-21.081772,-22.25049,-22.35175,-24.144684,-24.33187,-24.677074,-24.326256,-21.386078,-17.234386,-17.12399,-20.577536,-20.66568,-19.652939,-15.996173,-16.178596,-18.288347,-22.356579,-21.980091,-19.13455,-19.71962,-22.46666,-28.49891,-28.30159,-28.84901,-29.604721,-30.867186,-31.762716,-33.499084,-32.065968,-30.53189,-31.63516,-34.573036,-47.259235,-79.92052,-79.92631,-79.93006,-79.93338,-79.93642,-79.939255,-79.94193,-79.944466,-79.94688,-79.949165,-79.95135,-79.953415,-79.95537,-79.957214,-79.958954,-79.96059,-79.9621,-79.9635,-79.9648,-79.96597,-79.96703,-79.96799,-79.96881,-79.969505,-79.97008,-79.970505,-79.97077,9.794354,9.76982,9.36268,9.810873,9.930843,9.860012,9.524627,9.253717,9.016053,9.044218,9.376364,10.251736,11.525695,11.647655,10.663929,10.446083,10.402556,11.448071,11.575927,11.307882,9.717496,10.116637,11.027221,11.304926,11.434237,9.290744,8.580803,8.5017,8.630913,8.338194,8.09992,7.75517,8.235803,8.841808,8.498577,8.260251,9.165033,1.6006273,1.4866946,1.4109062,1.3440524,1.2828071,1.2255499,1.1715149,1.1203519,1.0717342,1.0255059,0.98156834,0.93990993,0.90039796,0.86313677,0.82807344,0.79522836,0.76463675,0.7362745,0.7102119,0.686434,0.6649942,0.6459284,0.62929595,0.61518157,0.6037234,0.59511083,0.5896506,-24.251121966803023,2.1115244211107522
-20.691452,-24.249851,-28.828857,-32.505688,-35.506683,-37.221497,-38.797535,-40.132725,-41.216957,-42.054302,-42.70903,-43.31313,-43.474174,-43.822926,-44.191433,-44.55862,-45.041603,-45.34098,-45.740696,-45.970425,-46.30005,-46.52139,-46.94469,-47.272808,-47.639732,-47.852478,-47.97407,-48.130836,-48.663036,-49.079315,-49.15969,-49.53125,-49.826202,-50.12411,-50.485935,-51.935127,-59.689583,-79.93523,-79.946526,-79.9534,-79.95927,-79.96453,-79.96938,-79.97389,-79.9781,-79.98206,-79.98578,-79.98762,-79.98926,-79.99079,-79.992226,-79.99355,-79.994774,-79.9959,-79.99695,-79.99789,-79.99873,-79.99949,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,14.423696,13.438804,12.528006,11.618036,10.858701,10.314271,9.893937,9.475674,9.188437,9.030656,8.90897,8.73568,8.64647,8.519091,8.565074,8.416815,8.274238,8.225669,8.176229,8.177716,8.027131,7.9093337,7.865594,7.788851,7.7121353,7.6327496,7.580626,7.536943,7.4611797,7.3307285,7.2770057,7.2244,7.2383876,7.0848646,7.0274167,6.669741,5.10122,0.9947086,0.83025277,0.7309767,0.6470878,0.57291424,0.50600225,0.4453674,0.39078993,0.3422979,0.30033186,0.26319736,0.22841606,0.19580641,0.16543217,0.13719378,0.1110601,0.087017156,0.06498295,0.04497646,0.026921427,0.0108135445,0.0,0.0,0.0,0.0,0.0,0.0,-25.365714960559306,2.51337774504757
-13.34962,-35.261322,-37.660713,-40.50873,-42.741753,-43.973076,-44.549587,-44.129543,-43.49526,-42.753716,-43.157593,-45.098377,-44.61631,-46.12598,-46.962708,-46.660446,-46.862206,-47.414677,-47.377953,-47.59341,-48.086136,-50.242832,-52.094635,-52.85907,-53.095577,-54.361336,-54.676945,-56.502697,-57.72993,-58.33922,-57.17916,-57.920975,-58.881886,-58.879005,-59.284294,-61.311054,-66.30193,-79.54146,-79.88048,-79.8875,-79.89373,-79.89944,-79.90478,-79.909836,-79.91463,-79.91919,-79.92353,-79.92767,-79.9316,-79.93534,-79.93888,-79.94221,-79.94535,-79.948265,-79.95098,-79.95349,-79.955765,-79.95783,-79.95967,-79.96128,-79.96265,-79.96376,-79.9646,-79.96513,14.597396,10.883032,10.571487,9.466528,9.506097,9.90903,10.2562895,10.626448,11.219085,11.236511,11.136689,11.082019,11.560704,11.6448,11.145972,11.242301,11.382883,11.375582,12.178151,12.014533,12.199188,12.102447,11.143511,11.366652,11.253294,10.775441,10.591641,10.220124,9.674958,9.951386,10.782235,11.011825,11.080874,11.114341,11.06559,11.322794,9.213657,2.2821658,1.7484752,1.6457797,1.5546579,1.4710784,1.3928736,1.3189749,1.248899,1.1821876,1.1186271,1.0580852,1.0005492,0.9458445,0.8941422,0.8453679,0.79957414,0.7568214,0.71708983,0.6805025,0.64705163,0.61683065,0.589904,0.5663816,0.54638344,0.530126,0.5178963,0.5101263,-30.245742761708676,2.1149130447116367
-12.380428,-36.125916,-45.260437,-50.122967,-53.94156,-56.265274,-58.011654,-59.38989,-60.414333,-61.632378,-62.27426,-62.961742,-63.385887,-63.593678,-64.66436,-65.277626,-66.111984,-65.95151,-66.23275,-65.86489,-66.24991,-67.61347,-67.620384,-68.19169,-68.2859,-68.451836,-68.964554,-69.150116,-69.00679,-69.70718,-69.841934,-70.04659,-70.3019,-70.92033,-71.011116,-72.094315,-78.51225,-79.89863,-79.91533,-79.926926,-79.933846,-79.938446,-79.9427,-79.94671,-79.95047,-79.95403,-79.9574,-79.96059,-79.96359,-79.96643,-79.96909,-79.97159,-79.973915,-79.97607,-79.97806,-79.97988,-79.98153,-79.98301,-79.98432,-79.985466,-79.986435,-79.98721,-79.98779,-79.988174,12.83021,8.640181,9.380814,7.5509963,6.427832,6.1075344,6.0616994,5.879747,5.679095,5.8549175,5.9412117,6.1612644,6.4538817,6.546232,6.7646017,6.193868,5.450593,5.4592433,5.779376,6.132542,7.4062047,6.9081683,6.5502224,6.161201,6.541467,6.955574,7.0105224,7.2775793,6.8061213,6.355504,5.884026,5.8361955,5.627277,6.136365,5.8741918,5.5974674,4.614899,1.4104812,1.2571384,1.1574851,1.074898,1.0002054,0.9309129,0.865939,0.8047612,0.7469256,0.6921948,0.6404246,0.59157103,0.5454465,0.50216144,0.46162507,0.42383695,0.38881716,0.35650072,0.32694888,0.30011487,0.27602488,0.25468642,0.23614715,0.22046514,0.20776945,0.19824909,0.19221702,-27.625049594988045,2.301242799561358
